circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,BODALADINNA,DOMESTIC,1,205,156.0,15103.0,64.84
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,BURUGU THANDA,DOMESTIC,1,173,57.0,3638.0,42.5
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,CHILLE PALLY,DOMESTIC,1,325,237.0,19510.0,95.62
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,CHINTHA KUNTA,DOMESTIC,1,167,123.0,12123.0,41.92
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,CHITTEPUVARI GUDEM,DOMESTIC,1,40,34.0,2352.0,14.55
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,DACHARAM,DOMESTIC,1,386,309.0,22919.0,115.91
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,DIRSINCHERLA,DOMESTIC,1,1121,729.0,55597.0,330.24
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,JAGANNAIK THNADA,DOMESTIC,1,73,64.0,3229.0,18.86
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,JAGGU THANDA,DOMESTIC,1,41,41.0,1529.0,9.88
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,JAGNA THANDA,DOMESTIC,1,89,89.0,4164.0,23.6
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,JAYARAMGUDI THANDA,DOMESTIC,1,93,74.0,5127.0,24.89
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,KASNA THANDA,DOMESTIC,1,24,24.0,1224.0,5.81
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,KHASEEMPET,DOMESTIC,1,289,266.0,17905.0,95.64
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,KOMATIKUNTA,DOMESTIC,1,281,256.0,16153.0,75.8
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,KONDAL RAYUNI GUDEM,DOMESTIC,1,174,117.0,8074.0,48.29
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,KUDAKUDA,DOMESTIC,1,2896,2740.0,312858.0,2164.37
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,LAXMAN NAIK THANDA,DOMESTIC,1,404,326.0,15031.0,100.92
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,MG NAGAR THANDA,DOMESTIC,1,101,96.0,8675.0,27.12
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,MODHINI PURAM,DOMESTIC,1,155,144.0,8608.0,45.03
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,MOGGAIAH GUDEM,DOMESTIC,1,84,73.0,3400.0,20.84
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,MUNYANAIK THANDA,DOMESTIC,1,315,299.0,14959.0,78.34
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,MALIPURAM,DOMESTIC,1,1438,1329.0,115715.0,642.41
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,MAMIDALA,DOMESTIC,1,276,222.0,9504.0,67.05
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,MAMIDIPLALLY,DOMESTIC,1,1,,0.0,0.24
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,NANDAPOOR,DOMESTIC,1,230,188.0,9193.0,56.99
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,NELLIBANDATHANDA,DOMESTIC,1,139,138.0,4519.0,33.4
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,SIDDISAMUDRAM,DOMESTIC,1,99,82.0,2243.0,23.52
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,THETIPAMULA,DOMESTIC,1,798,574.0,27530.0,202.91
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,THONDA,DOMESTIC,1,1058,777.0,44257.0,274.44
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,TIRUMALAGIRI,DOMESTIC,1,2516,1697.0,127457.0,867.31
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,TIRUMALAGIRI TOWN-II,DOMESTIC,1,1202,1094.0,119954.0,687.54
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,TIRUMALAGIRI TOWN-III,DOMESTIC,1,1171,1109.0,145090.0,756.74
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,MANGALKUNTA THANDA,DOMESTIC,1,91,84.0,1799.0,23.5
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,MELLACHERVU,DOMESTIC,1,14,,0.0,3.54
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,N B GUDEM  B,DOMESTIC,1,133,122.0,5983.0,40.72
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,NAKKAGUDEM,DOMESTIC,1,466,413.0,14241.0,118.44
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,NAMILIPUR,DOMESTIC,1,180,3.0,35.0,48.64
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,PIKLANAYAK THANDA,DOMESTIC,1,161,116.0,1646.0,97.5
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,"R&R VELLATOOR,MELLACHERVU",DOMESTIC,1,261,259.0,16722.0,186.36
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,R.CH.NAGAR THANDA,DOMESTIC,1,49,43.0,846.0,13.0
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,RAGHAVAPURAM,DOMESTIC,1,72,62.0,3423.0,20.34
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,RAMALAYAM BAZAR,DOMESTIC,1,2283,2079.0,157496.0,869.89
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,RAMAPURAM  B,DOMESTIC,1,1536,1400.0,113527.0,500.33
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,REBALLI,DOMESTIC,1,176,115.0,8591.0,75.7
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,REVOOR,DOMESTIC,1,798,722.0,42118.0,233.19
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,S.B.NAGAR THANDA,DOMESTIC,1,34,29.0,790.0,8.66
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,PACHYA THANDA,DOMESTIC,1,500,344.0,16643.0,147.36
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,PANDYANAIK THANDA,DOMESTIC,1,279,250.0,10418.0,84.17
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,PEKLANAIK THANDA,DOMESTIC,1,91,82.0,4195.0,23.31
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,POLIMERA SURYA(T),DOMESTIC,1,54,53.0,1954.0,13.22
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,RAJ NAIK THANDA,DOMESTIC,1,75,67.0,3194.0,18.07
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,RAMKOTI THANDA,DOMESTIC,1,182,144.0,8808.0,48.13
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,RAMOJI THANDA,DOMESTIC,1,66,66.0,2907.0,16.17
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,SURYATHANDA,DOMESTIC,1,79,78.0,3683.0,19.14
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,THIMMAPURAM,DOMESTIC,1,268,242.0,13294.0,69.43
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,THULJARAO PET,DOMESTIC,1,272,231.0,12734.0,81.11
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,UNDRU GONDA,DOMESTIC,1,263,233.0,13083.0,70.5
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VALLABHA PURAM,DOMESTIC,1,235,194.0,13001.0,70.61
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VALYA THANADA,DOMESTIC,1,181,181.0,8304.0,44.53
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,VELISHALA,DOMESTIC,1,781,549.0,30122.0,200.92
SURYAPET,SURYAPET,D NAGARAM,THIRUMALGIRI,,DOMESTIC,1,1,,0.0,0.24
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,ALUGUNOOR,DOMESTIC,1,215,137.0,4492.0,50.99
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,BAKKA HEMLA THANDA,DOMESTIC,1,67,67.0,2084.0,16.18
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,BIKUMALLA,DOMESTIC,1,314,244.0,9703.0,77.36
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,CHANDUPATLA E,DOMESTIC,1,312,262.0,9694.0,77.88
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,CHILAPAKUNTLA,DOMESTIC,1,524,426.0,18876.0,130.32
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,CHINA NEMILA,DOMESTIC,1,348,245.0,8691.0,85.89
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,CHOULLATHANDA,DOMESTIC,1,10,,0.0,2.5
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,DIRISINAPALLY,DOMESTIC,1,150,69.0,3712.0,42.55
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,ERRAPAHAD,DOMESTIC,1,608,508.0,25502.0,153.14
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,G.KOTHAPALLI,DOMESTIC,1,210,130.0,6201.0,68.1
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,SADHUTHANDA,DOMESTIC,1,73,61.0,1623.0,19.48
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,SHIVALAYAM BAZAR,DOMESTIC,1,2281,2233.0,184838.0,848.61
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,SOBHANADRI GUDEM,DOMESTIC,1,233,190.0,10370.0,149.06
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,THAMMAVARAM,DOMESTIC,1,536,469.0,29895.0,191.36
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,VAJINEPALLI,DOMESTIC,1,361,334.0,23097.0,116.98
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,VALLATOOR,DOMESTIC,1,397,57.0,2805.0,125.9
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,VENKAT RAMAPURAM,DOMESTIC,1,189,177.0,9911.0,60.02
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,Y MADHARAM,DOMESTIC,1,748,643.0,43138.0,228.91
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,YERRA KUNTA THANDA,DOMESTIC,1,134,67.0,1397.0,35.48
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,YERRAGATTU THANDA,DOMESTIC,1,141,118.0,5141.0,36.2
SURYAPET,HUZURNAGAR,KODAD,MELLCHERUVU,YETHIRAJAPURAM THANDA,DOMESTIC,1,512,449.0,21939.0,134.78
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,ANNARIGUDEM,DOMESTIC,1,445,327.0,16845.0,161.88
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,APPANNAGUDEM,DOMESTIC,1,99,71.0,2862.0,25.8
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BALLU THANDA,DOMESTIC,1,119,100.0,2626.0,28.52
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VATTIKHMMAMAPAHAD,DOMESTIC,1,596,412.0,27106.0,168.38
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VENKATI THANDA,DOMESTIC,1,10,9.0,426.0,2.58
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANAJIPUR,DOMESTIC,1,635,499.0,24492.0,152.13
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANANTHARAM,DOMESTIC,1,920,641.0,36906.0,231.8
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANNIREDDY GUDAM,DOMESTIC,1,197,166.0,7362.0,51.72
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,BAKTHALAPUR,DOMESTIC,1,340,241.0,11282.0,80.94
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,CHEEDELA,DOMESTIC,1,768,593.0,37665.0,193.59
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHARMAPUR,DOMESTIC,1,446,377.0,13552.0,100.34
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHOOPHAD,DOMESTIC,1,599,412.0,21789.0,141.76
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DOSAPHAD,DOMESTIC,1,502,399.0,20469.0,125.85
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DUBBA THANDA,DOMESTIC,1,91,85.0,3472.0,22.12
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,GORENTLA,DOMESTIC,1,635,583.0,26564.0,168.76
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,GUNDLA SINGARAM,DOMESTIC,1,57,50.0,3502.0,15.98
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,LINGAMPALLI,DOMESTIC,1,392,247.0,11347.0,99.96
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,MACHANAPALLI,DOMESTIC,1,375,248.0,8877.0,89.16
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,MADDIRALA,DOMESTIC,1,839,733.0,45635.0,253.69
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,MAMILLAMADAVA,DOMESTIC,1,220,154.0,6712.0,53.34
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,MIRYALA,DOMESTIC,1,624,467.0,22620.0,154.8
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,MUKANDAPURAM,DOMESTIC,1,613,514.0,22275.0,157.91
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,NUTHANKAL,DOMESTIC,1,1480,1220.0,100316.0,544.8
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,PEDDANEMILA,DOMESTIC,1,334,231.0,13082.0,91.63
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BHEEKYA THANDA,DOMESTIC,1,91,62.0,1047.0,22.24
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BODA BANDLA GUDEM,DOMESTIC,1,128,81.0,5674.0,33.8
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BURKACHERLA,DOMESTIC,1,444,331.0,15417.0,126.98
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,GENIYA THANDA,DOMESTIC,1,17,16.0,369.0,4.2
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,GOL THANDA,DOMESTIC,1,164,132.0,3443.0,39.36
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,GOPA THANDA,DOMESTIC,1,166,110.0,1436.0,39.86
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,HUSSAINABAD,DOMESTIC,1,625,526.0,25156.0,184.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,KARAKKAYALAGUDEM,DOMESTIC,1,225,174.0,7505.0,60.5
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,KASHI GUDEM,DOMESTIC,1,33,31.0,419.0,7.28
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,KOODALI.,DOMESTIC,1,217,179.0,7419.0,52.28
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,KOTHAGUDEM,DOMESTIC,1,173,128.0,7328.0,57.63
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,LAL THANDA,DOMESTIC,1,243,175.0,3356.0,58.94
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,MAMILLAGUDEM,DOMESTIC,1,427,283.0,14915.0,129.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,MOTHEY,DOMESTIC,1,652,493.0,30408.0,227.62
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,G.MALKAPUR,DOMESTIC,1,627,525.0,27321.0,154.84
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,LINGALA,DOMESTIC,1,587,461.0,24819.0,150.64
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MACHARAM,DOMESTIC,1,415,333.0,14434.0,97.51
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MOHAMMADAPUR,DOMESTIC,1,330,268.0,16281.0,83.95
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MORASAKUNTA THANDA,DOMESTIC,1,54,54.0,2408.0,12.96
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MUKNADAPURAM B,DOMESTIC,1,480,362.0,15936.0,110.8
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,N.ANNARAM,DOMESTIC,1,725,548.0,32522.0,206.77
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NAGULAPHAD,DOMESTIC,1,181,122.0,7999.0,61.23
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NARAYANAGUDEM,DOMESTIC,1,320,246.0,17582.0,119.34
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NOORJAHANPET,DOMESTIC,1,73,61.0,3141.0,16.99
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,PENPHAD,DOMESTIC,1,747,604.0,44221.0,249.52
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,POTLAPHAD,DOMESTIC,1,527,376.0,24022.0,154.63
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,POLUMALLA,DOMESTIC,1,789,658.0,24409.0,190.57
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,SOMLA THANDA,DOMESTIC,1,65,62.0,2414.0,15.72
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,TEEKYA THANDA,DOMESTIC,1,93,92.0,3373.0,22.44
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,THALLASINGARAM,DOMESTIC,1,586,499.0,23916.0,156.25
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,THURPU THANDA,DOMESTIC,1,26,26.0,271.0,6.28
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,YADAVALLI,DOMESTIC,1,314,238.0,13838.0,77.91
SURYAPET,SURYAPET,THUNGATHURTHY,NUTHANKAL,YELAKAPALLI,DOMESTIC,1,261,192.0,9871.0,69.54
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,ANNARAM,DOMESTIC,1,1146,921.0,43932.0,280.68
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,BANDARAMAVARAM,DOMESTIC,1,338,258.0,9703.0,79.03
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,GANUGUBANDA,DOMESTIC,1,389,240.0,11526.0,98.55
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,GOTTIPARTHY,DOMESTIC,1,901,635.0,17505.0,229.46
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,SOMARAM,DOMESTIC,1,590,327.0,23752.0,152.72
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,TELGA RAMAYYA GUDEM,DOMESTIC,1,42,38.0,3340.0,11.96
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,YELLARAM,DOMESTIC,1,81,61.0,4854.0,23.15
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,ALANGA PURAM,DOMESTIC,1,279,234.0,15826.0,108.15
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,BETTA GUDEM,DOMESTIC,1,45,45.0,2828.0,11.84
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,BOTHALA PALEM,DOMESTIC,1,565,492.0,35654.0,189.08
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,CHERUVU THANDA,DOMESTIC,1,82,73.0,4761.0,22.66
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NAGAIAH GUDEM,DOMESTIC,1,108,77.0,3696.0,31.88
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NAMAVARAM,DOMESTIC,1,913,703.0,35730.0,259.51
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NARSIMHAPURAM,DOMESTIC,1,242,199.0,8416.0,77.85
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NEREDIVAI,DOMESTIC,1,114,62.0,2964.0,33.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAGHAVAPURAM,DOMESTIC,1,686,525.0,29951.0,202.97
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAMDAS THANDA,DOMESTIC,1,39,37.0,1154.0,8.68
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAMPURAM THANDA,DOMESTIC,1,280,226.0,5685.0,79.66
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RANGAPURAM THANDA,DOMESTIC,1,46,40.0,1616.0,11.5
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAVIKUNTA THANDA,DOMESTIC,1,92,40.0,1293.0,23.68
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAVIPAHAD,DOMESTIC,1,817,662.0,29250.0,224.46
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,SARVARAM,DOMESTIC,1,364,316.0,13663.0,102.93
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,SIRIKONDA,DOMESTIC,1,887,681.0,36761.0,253.56
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMAGUDEM,DOMESTIC,1,208,163.0,8495.0,78.04
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMALAPALLI,DOMESTIC,1,388,258.0,12230.0,118.88
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,GUMMADAVALLI,DOMESTIC,1,414,269.0,11760.0,104.45
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,KARIVIRALA,DOMESTIC,1,529,377.0,11433.0,128.79
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,KESAVAPURAM,DOMESTIC,1,62,58.0,2458.0,15.74
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,KUKKADAM,DOMESTIC,1,446,245.0,10968.0,109.56
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,KUNTAPALLI,DOMESTIC,1,137,85.0,4424.0,34.19
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,MANAPURMTHANDA,DOMESTIC,1,173,160.0,530.0,41.89
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,RAMACHANDRAPURAM,DOMESTIC,1,125,81.0,2373.0,30.86
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,RAVULAPALLY,DOMESTIC,1,385,261.0,8031.0,91.93
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,ACHARLA GUDEM,DOMESTIC,1,275,246.0,15503.0,73.42
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,ARLAGUDEM,DOMESTIC,1,309,291.0,20310.0,93.31
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,BETHOLE,DOMESTIC,1,2026,1781.0,165551.0,647.68
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,CHENNARI GUDEM,DOMESTIC,1,240,221.0,15129.0,66.86
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,CHILUKURU,DOMESTIC,1,1987,1850.0,165769.0,814.74
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,DUDIA TANDA,DOMESTIC,1,441,389.0,26550.0,127.47
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,J P GUDEM,DOMESTIC,1,862,738.0,54611.0,302.28
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,JANAKI NAGAR TANDA,DOMESTIC,1,276,246.0,32391.0,117.88
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,K K GUDEM,DOMESTIC,1,781,696.0,71546.0,296.35
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,KONDAPURAM,DOMESTIC,1,548,500.0,37087.0,154.18
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,MADHAVA GUDEM,DOMESTIC,1,92,89.0,8897.0,28.55
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,PALA ANNARAM,DOMESTIC,1,973,909.0,69312.0,279.4
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,POLENIGUDEM,DOMESTIC,1,324,278.0,23218.0,100.45
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,RAMACHANDRA NAGAR,DOMESTIC,1,158,151.0,13378.0,49.96
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,SEETHAL THANDA,DOMESTIC,1,345,298.0,21050.0,87.16
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,SEETHARAMATHANDA,DOMESTIC,1,33,22.0,1317.0,8.74
SURYAPET,HUZURNAGAR,KODAD,CHILKURU,SEETHARAMPURAM  B,DOMESTIC,1,276,244.0,18709.0,77.82
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,AMEENABAD,DOMESTIC,1,597,454.0,36536.0,193.11
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,ANANTHAGIRI,DOMESTIC,1,715,673.0,54326.0,218.83
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,AZMEER THANDA,DOMESTIC,1,94,84.0,6022.0,24.58
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,B G THANDA,DOMESTIC,1,417,279.0,23562.0,122.36
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,CHIMIRIYALA,DOMESTIC,1,587,533.0,39716.0,215.79
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,DOMESTIC,1,1082,991.0,75999.0,323.74
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA(NEMALIPURI R & R),DOMESTIC,1,86,82.0,8029.0,73.62
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,GANAPAVARAM  A,DOMESTIC,1,1138,1028.0,80688.0,355.68
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,GOLTHANDA,DOMESTIC,1,481,375.0,26926.0,126.76
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,GONDRIYALA,DOMESTIC,1,855,789.0,66428.0,281.86
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,GUDIBANDA,DOMESTIC,1,1239,1043.0,93744.0,428.17
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,GUDIBANDA(ADLOOR R & R),DOMESTIC,1,194,186.0,14501.0,214.2
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KAPUGALLU,DOMESTIC,1,1357,1181.0,106402.0,504.25
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KHANAPURM,DOMESTIC,1,438,386.0,37746.0,173.77
